ID,aSagH_0,aSagH_2,aSagH_4,aSagH_6,aSagH_8,aSagH_10,aSagH_12,aSagH_14,aSagH_16,aSagH_18,aSagH_20,aSagH_22,aSagH_24,aSagH_26,aSagH_28,aSagH_30,aSagH_32,aSagH_34,aSagH_36,aSagH_38,aSagH_40,aSagH_42,aSagH_44,aSagH_46,aSagH_48,aSagH_50,aSagH_52,aSagH_54,aSagH_56,aSagH_58,aSagH_60,aSagH_62,aSagH_64,aSagH_66,aSagH_68,aSagH_70,aSagH_72,aSagH_74,aSagH_76,aSagH_78,aSagH_80,aSagH_82,aSagH_84,aSagH_86,aSagH_88,aSagH_90,aSagH_92,aSagH_94,aSagH_96,aSagH_98,aSagH_100
CP191,39.2001673381,38.7029342984,38.1935174155,37.4614924229,36.4271595116,35.0721910139,33.3341539232,31.2399960079,28.9730247587,26.7179733508,24.6181897011,22.7146769512,20.9974169561,19.4513228927,17.99455243,16.5758104512,15.1391228575,13.6322102678,12.0105390891,10.2765037488,8.5175913619,6.856625161,5.3772547993,4.1753580223,3.2965108915,2.6974023118,2.2859030954,2.1889410621,2.5580160327,3.3172001895,4.445953332,5.9808323328,7.8399489727,9.9692364016,12.4794261131,15.3757293721,18.5493954613,21.9618288812,25.5257179054,29.0667398441,32.4230127235,35.4806948155,38.0756930833,39.9979771072,41.0831032617,41.3394144079,40.9511852323,40.219617327,39.4816238713,38.9285121862,38.4448928833
CP2,40.53932724,39.4306771205,38.1164669079,36.6573385054,35.2538632014,34.0010468298,32.786460204,31.4410089827,29.8877909693,28.1749456239,26.3965539357,24.6111340946,22.829201587,21.0355142032,19.2064337399,17.3234684688,15.3889787779,13.4335828853,11.5067368168,9.665685729,7.9756027317,6.5139433098,5.3669152558,4.6120045026,4.2950507034,4.4224446194,4.9745253113,5.9306941838,7.2924419075,9.0853830794,11.3337036804,14.0233383607,17.0828957212,20.3954128585,23.8287405121,27.2625606457,30.5988624929,33.7582183001,36.6661577661,39.2394097127,41.3796359085,42.9785490899,43.9456699496,44.2595284153,44.0030648001,43.3494840288,42.5010713806,41.6144194003,40.7573855684,39.9166419432,39.0479766846
CP20,37.0943183899,36.5065319048,35.8939862619,35.0846161379,33.9021360015,32.245042964,30.1356253482,27.7146382671,25.1754245869,22.6830486522,20.322706421,18.0991849249,15.9743053759,13.9075509109,11.8812590405,9.9062275659,8.0111029251,6.2283154221,4.5846798259,3.0940718677,1.7520674243,0.5383493645,-0.5713968919,-1.586766506,-2.4875607164,-3.2218941849,-3.7167210449,-3.8906625266,-3.6628984391,-2.9694311332,-1.7851563178,-0.1393043532,1.8904987796,4.2139256728,6.7689951725,9.5388220665,12.5383452155,15.778781658,19.2309727389,22.8098014633,26.3820009008,29.7878371798,32.8650176939,35.4661990881,37.4734350913,38.8085831214,39.450020945,39.4619726371,39.0124953024,38.3452162669,37.6940396627
CP23,42.304163456,42.1698307627,42.215008851,42.0758904513,41.3571635041,40.3764715044,39.0450523116,37.2199278082,35.0203922986,32.4430301932,29.6237161981,26.5771751134,23.3459229795,20.0503455958,16.7482974097,13.3768081235,9.9743892653,6.6574928667,3.5442589292,0.7347133617,-1.6426295361,-3.4829013955,-4.7760388848,-5.5635283315,-5.7739993784,-5.3378660259,-4.2916925708,-2.6331365099,-0.351803801,2.4602667527,5.7945442713,9.4947341347,13.4149541593,17.3380068664,21.1451041028,24.7726217373,28.1968521286,31.332147954,34.1318337954,36.5222615032,38.4449208465,39.9187611664,40.9831575601,41.7810470726,42.3835764059,42.8121031438,43.164786687,43.3585778617,43.3232398556,43.0734138919,42.7690711021
CP45,38.9652732849,38.3870397865,37.5614346728,36.5327885142,35.3534845107,34.0649722758,32.6865474319,31.2164126895,29.6417677376,27.9536442534,26.1594524036,24.2869216186,22.3772984555,20.4719035402,18.5979285021,16.759895424,14.9406472426,13.1118527673,11.2505185604,9.3554879716,7.4581913161,5.6238547358,3.9425848338,2.5140553346,1.4311939701,0.7682182182,0.5753543207,0.8800727396,1.6917832329,3.006068753,4.8043585613,7.0483015482,9.6715609569,12.5734556993,15.6207263353,18.6617896771,21.5525999723,24.1839829968,26.4980594912,28.4884785119,30.1877642016,31.6489498067,32.9277247669,34.0667783046,35.0827044636,35.9613584533,36.6681280173,37.1660346027,37.4260130774,37.4266670203,37.1544326782
CP54,38.8891239166,37.799071383,36.7690822798,35.6381820002,34.3235259432,32.8955976605,31.4934594891,30.1893406807,28.9249629306,27.5706029752,26.0368160553,24.3451050716,22.6065567749,20.9336407087,19.3809001185,17.9451642994,16.5805571922,15.2187038261,13.8003049774,12.3012416563,10.739170852,9.1740143922,7.6987110396,6.4252382393,5.4745330345,4.9550436078,4.9301370388,5.4130121183,6.4071096033,7.9419074148,10.0617755407,12.7848353185,16.0739180549,19.8227171858,23.8523678332,27.9218088321,31.7600776159,35.1235214027,37.8583154109,39.9224902146,41.3659328381,42.291498595,42.8116852868,43.021732698,42.9825714468,42.7144688571,42.2163828056,41.4971679031,40.6209650228,39.7269457409,38.9380407333
CP55,49.7070446014,48.7135380017,47.47112431,46.0094896772,44.3975464317,42.7343525355,41.1188356603,39.6141007574,38.2147078447,36.8426070679,35.3962812254,33.8157817358,32.1068641142,30.3228985086,28.5297140613,26.7671978433,25.0230694756,23.2348767817,21.3222448463,19.23342008,16.9832792471,14.6662291786,12.4400545686,10.489735014,8.9873346388,8.0628123964,7.792349567,8.2021255256,9.282597627,11.0050899794,13.3307288987,16.2033537359,19.5328697428,23.1844043418,26.9818329387,30.727462935,34.2353575407,37.3684783631,40.0623259367,42.3247441285,44.2137143784,45.8046833652,47.1611025823,48.3160421304,49.266623003,49.982680502,50.4272243553,50.5767019494,50.4283599897,49.9923107145,49.2769126892
CP57,35.6708329519,34.01329006,33.1058047529,32.6257037848,32.0751233889,31.0075173622,29.1946283537,26.687235276,23.7481152115,20.7140698163,17.8718002214,15.3945659653,13.3356324114,11.6508224435,10.2330341401,8.9547875436,7.7115344571,6.4565295974,5.2167514971,4.0736827587,3.1218891686,2.4389836066,2.0616861963,1.963888349,2.0663185302,2.2875120079,2.5905639755,2.9914181561,3.5420696821,4.3237558899,5.4467661684,7.0280842443,9.1534441494,11.8262287284,14.939986544,18.3257169444,21.8333438114,25.3626319906,28.8537122343,32.2681881425,35.5518445282,38.5947727135,41.2261250309,43.2440180075,44.4596367342,44.7531815099,44.1310855127,42.7518372957,40.9018141636,38.9339296545,37.1762110392
CP60,49.5927886963,49.9912353121,50.2725663703,50.3593413099,50.2390534752,49.933939981,49.4484815391,48.751192897,47.7903307151,46.5294892891,44.9706969054,43.1556265657,41.1517016536,39.0328340351,36.8692067925,34.7039993128,32.5265103787,30.3061499778,28.0495563117,25.8000928327,23.6079517113,21.516573289,19.5699407725,17.8309205113,16.3909594479,15.3546454112,14.8095762336,14.807189845,15.3582582447,16.428289161,17.9401160559,19.7939729804,21.8885107275,24.128572607,26.4240481241,28.6887739637,30.8454401276,32.8368796186,34.6360337385,36.2471651273,37.6974950942,39.0276763564,40.2909344953,41.5487167865,42.8502283943,44.2023039753,45.5585108084,46.8390503523,47.9594856026,48.852836034,49.4780680339
CP66,49.7211046219,49.9590841641,49.8170556265,49.139562907,48.0370786198,46.6676204417,45.0934215921,43.2751808312,41.1188186392,38.6023924177,35.8520844506,33.0842610408,30.5009410714,28.2240350045,26.2806346007,24.6193607366,23.1403631046,21.7279884647,20.2852473498,18.7653116551,17.1875133452,15.6325825719,14.2231147077,13.0963887435,12.3756932199,12.1484099219,12.462991713,13.350368939,14.8501821008,17.0050363189,19.8149260568,23.1963957498,26.9832716468,30.9626023991,34.9252353335,38.7088457412,42.2114190519,45.3752378516,48.1594539264,50.5203364571,52.408388552,53.775614036,54.5833365369,54.8141957936,54.5023122043,53.7792846334,52.9017779415,52.2003738663,51.9496305381,52.244627727,52.9232673645
CP7,35.9609428406,34.8582698352,33.526136913,31.9942997515,30.3347164586,28.6379330172,26.9802988135,25.4028933605,23.9061452495,22.4624883811,21.0417047787,19.627927954,18.2175134501,16.8098103062,15.4022826501,13.9874116697,12.5472580836,11.0509822764,9.4618356937,7.7538121186,5.9321426262,4.049273681,2.2079336798,0.5484713408,-0.7740350336,-1.6138776172,-1.8529770555,-1.4111177989,-0.2503046684,1.6233794302,4.1583947494,7.2568438828,10.7754786931,14.5333276453,18.3323437543,21.9887854514,25.3600168825,28.354335406,30.9259268711,33.0636363797,34.7795139633,36.0997344467,37.0586871945,37.6956035052,38.051939181,38.1681860113,38.0800527437,37.8147126422,37.3865064669,36.7919766705,36.0074272156
CP71,45.5100915091,45.4414753831,45.7004772838,44.7185573944,43.4342986738,42.0313854314,40.3957012365,38.472650877,36.2725758034,33.8023075215,31.0688525143,28.330718372,25.451782075,22.5884939583,19.5878498589,16.6485607855,13.6830443034,10.4729101577,7.5210983818,4.6800282461,1.8675444264,-0.5283241998,-2.399827197,-3.8231951121,-4.6833298366,-4.8856182154,-4.4756384908,-3.3223986964,-1.3622689002,1.3497802886,4.4982144796,8.0433536496,11.8789963023,16.1580490859,20.1605993968,24.0535993815,27.5697194731,30.701344009,33.5836202393,36.0815533662,38.4253186822,40.6107225013,42.5627149734,44.3681155574,45.5907241949,46.3724202952,46.5949650331,46.5231702653,46.4744867509,46.4022691304,46.0117699759
CP73,60.9951413472,60.6303054315,60.1564150189,59.4715670513,58.4881321563,57.1524370347,55.4483814968,53.3946231766,51.0425606411,48.4665389189,45.7425880432,42.9300535064,40.0652668741,37.1671695771,34.2486100765,31.3269905018,28.4315479641,25.6060520333,22.9047530801,20.3839570042,18.092110316,16.0641266137,14.326973579,12.9133139824,11.8761053135,11.2974586167,11.2841317605,11.9441316669,13.3482080656,15.4940122267,18.2931003571,21.5883810278,25.191924519,28.9244391403,32.6436516107,36.2545285266,39.7021380671,42.9556874186,45.9925248071,48.7881432172,51.3149693807,53.5467142369,55.4624958223,57.0486868479,58.3014191228,59.2327441063,59.8766473304,60.2853118773,60.5176583634,60.6274971347,60.6455637614
CP8,39.5926933289,38.7767885495,37.5292130313,35.9885698722,34.4047747742,32.9544349913,31.6221894372,30.2594724161,28.7334386426,27.0142216418,25.1689006696,23.2996137704,21.4824866393,19.7464857872,18.0822296513,16.4625212478,14.8614329086,13.2653549805,11.6784099388,10.1282090963,8.6715347341,7.3922028014,6.3870720233,5.743919458,5.5204354872,5.7346745884,6.3758579293,7.4356600159,8.9358847242,10.9104917641,13.3474461626,16.1435653896,19.1053423339,22.0183994913,24.7349742734,27.2038785857,29.4418555933,31.4776471469,33.3142202213,34.928774629,36.2879800633,37.3587085695,38.1155284958,38.5546835528,38.7144546518,38.6834758864,38.5753965304,38.4762526982,38.3958229298,38.2546102784,37.9117645264
CP97,34.4943008423,33.0972192011,31.7585560022,30.6123097387,29.7555640815,29.2258727565,28.9950958089,28.9792217398,29.0564690196,29.0948705594,28.9848035521,28.668077613,28.1520938324,27.4930095638,26.7559098541,25.9794489832,25.1624597621,24.2728431475,23.2709701521,22.1354514403,20.8786788322,19.5461333751,18.1967387826,16.8753247362,15.5959685158,14.3505567822,13.1422699898,12.0238797308,11.1138482185,10.5760658564,10.5722827047,11.210946255,12.5110974433,14.3953511566,16.717065773,19.303109627,21.9872283717,24.6290881782,27.1249974738,29.4122363594,31.4634345582,33.2735660196,34.8439378962,36.1651760374,37.2049724345,37.9070270458,38.2022893326,38.0341266527,37.3890229643,36.3188098715,34.9470825195
CP104,54.5954602559,51.4584791272,48.302795477,45.5850663181,43.3192327474,41.1403091624,38.6187346252,35.6525076394,32.5439104938,29.6391145103,27.0198713584,24.5756259576,22.2097898888,19.911023859,17.705089395,15.5921749169,13.5475126527,11.5750092264,9.7293841532,8.069948078,6.6108829826,5.3513713411,4.3308677798,3.6215771659,3.2739537183,3.2625008429,3.4702430558,3.7213521864,3.8586881481,3.8395443595,3.7448271568,3.6902329865,3.8001444242,4.2456544735,5.2258603571,6.9001291278,9.3276736608,12.4552729814,16.1503610599,20.254213869,24.6700848698,29.4154408938,34.5093923827,39.8060692582,44.9968836686,49.693152216,53.4640824833,55.8801795769,56.6344970901,55.7112562034,53.4701449076
CP106,19.6300888062,19.593534142,19.5832031022,19.8672564944,20.0342028032,19.6148524043,19.0224457755,18.1133011988,16.5861821625,14.5991767544,12.4127398952,10.1032098824,7.71037632,5.3201758176,3.0299933828,0.853264386,-1.2997218043,-3.4033982466,-5.4581135624,-7.4059219348,-9.1876626795,-10.774406469,-12.107745857,-13.1251372743,-13.8694687187,-14.3596575464,-14.5872024368,-14.6165595697,-14.3782764388,-13.7698888322,-12.8118664736,-11.5502019763,-10.0017627158,-8.1357039209,-5.9612657795,-3.4733964447,-0.7891871718,2.0721752218,4.9869136648,7.9493175258,10.7554187019,13.4193797205,15.8380941762,17.7818993205,19.3085154185,20.3793251557,20.9798057819,21.1251679098,20.8944868847,20.503985295,20.1000927516
CP112,30.3209133148,29.1167802565,28.0527978333,26.9809691258,25.765088245,24.276448407,22.4105455061,20.1490169079,17.5729088693,14.8243406455,12.0571236011,9.3943922731,6.9040586317,4.5948867409,2.4287491289,0.339586357,-1.7437395763,-3.8691416128,-6.032090063,-8.1654006438,-10.1512984897,-11.8461694615,-13.1101095329,-13.8288126264,-13.9226106545,-13.3563183072,-12.1534851575,-10.4003812271,-8.2285754369,-5.7895886731,-3.2395048302,-0.7029289495,1.7886187717,4.3154083218,7.0164332703,10.0055733068,13.3035326753,16.8190135676,20.3847756204,23.8229114483,26.9989548934,29.833440989,32.2751186189,34.2632541494,35.7075654485,36.4991561125,36.556552476,35.8944619716,34.6686142198,33.1471792565,31.6078920364
CP115,32.0971069336,30.5075464842,28.4568230898,26.0584852696,23.4578226572,20.789881106,18.141828173,15.5530904813,13.0379946457,10.5978138239,8.2257862845,5.9265047673,3.7373846969,1.7214300702,-0.0727827243,-1.6518750681,-3.0845000745,-4.4739579242,-5.9235792365,-7.5022417655,-9.2121084063,-10.9808867894,-12.6797681337,-14.1497439355,-15.2279341981,-15.7712838182,-15.6746081836,-14.8771043146,-13.3569316382,-11.1267465232,-8.2403005228,-4.803033399,-0.9717482465,3.0620875173,7.1057869995,11.0072074244,14.6853084368,18.1291560349,21.3665044962,24.4214294141,27.2839852042,29.9003865248,32.1811281718,34.0187588669,35.3074776163,35.9608387973,35.9290210409,35.216317202,33.8901318268,32.0685203686,29.8863817851
CP119,52.3058481216,53.0226900182,54.3657285771,55.0989336187,54.1676801658,52.6928414929,50.5193117345,47.8995685156,45.1704697699,41.8451867651,38.1875390303,34.3582454749,30.5678708918,26.9428297751,23.3324191227,19.9246137958,16.7507661178,13.7089813014,10.7067272653,7.7536212632,4.8152933328,1.6826971354,-1.2815911555,-3.5480405009,-5.4399734446,-6.7960041344,-7.1950059775,-6.8085892764,-5.2614594649,-2.6017827109,0.8210807313,4.5716431694,8.6214376952,13.3710227195,18.6172246793,22.8431942515,26.963495629,30.6514178512,33.8756519975,36.9715635846,39.8508743102,42.3862535535,44.6651018162,46.3786047977,47.6490115739,48.3856470078,48.4561747349,48.307253404,48.305564576,48.3361061774,48.2721986771
CP120,27.1825046539,26.337355323,26.1844719025,26.6589390872,27.7019322999,29.2642973976,31.2352724118,33.4231087277,35.6222763677,37.649590923,39.3646729745,40.7190184635,41.7203698401,42.4073813451,42.8667424194,43.1629734233,43.2368509,42.9480454385,42.2191399866,41.1010204721,39.7337762556,38.2933834661,36.9841694638,35.9835049392,35.3605524872,35.0667642343,34.9957508298,35.0784991452,35.2937083308,35.5596884832,35.7438837511,35.8072297265,35.8636749202,36.1029346804,36.6880340269,37.6920933479,39.1257855746,41.0225916895,43.2572190128,45.4467822704,47.0433934552,47.5574022108,46.8245678851,44.9960894558,42.4571866281,39.6676478689,36.8986458331,34.2616505268,31.871285688,29.9072299955,28.5888347626
CP124,31.9349060059,27.0644047878,23.550451484,21.6059266461,20.6943576015,19.9309974631,18.8218462521,17.5189870328,16.1592576368,14.6492072612,12.9533270669,11.1872169655,9.478287507,7.9554206935,6.7295017684,5.7086143991,4.7152343351,3.7186694483,2.8237576757,2.1043975172,1.5262076954,0.940683534,0.2143250567,-0.5150239227,-0.9041028433,-0.7549152195,-0.0752260399,1.0634840821,2.5489813859,4.2646182402,6.1200022957,8.091130219,10.2773976473,12.7768630762,15.5897313835,18.6795013699,22.0250810511,25.6642242122,29.6399558025,33.9201038192,38.3557280091,42.6271172128,46.3091860252,49.0016990522,50.3994820486,50.2803201848,48.495358063,45.0375422807,40.1358841215,34.3254211808,28.5252857208
CP125,44.7192026774,44.5590020658,44.1174323668,43.1641349437,41.8563878264,40.2779698055,38.3491099445,35.94154786,33.0332133196,29.8363911285,26.6516623382,23.6847541162,20.9752354853,18.4062178483,15.7763264891,12.9162480159,9.7896110761,6.4990698591,3.2090269912,0.0711554392,-2.8015791599,-5.3276517896,-7.4353926843,-9.0631991316,-10.1694355176,-10.7134023208,-10.619572374,-9.7564286687,-7.9564126375,-5.0908308622,-1.1765071203,3.5634144353,8.752098582,13.9871397605,18.9565279507,23.4994571315,27.6032609876,31.3565229564,34.8883300683,38.2990047902,41.5868513191,44.6077592238,47.1140103734,48.8395832826,49.580731268,49.2883654763,48.1708535549,46.706542073,45.4621306807,44.8318625216,44.8622639974
CP138,43.3172168732,39.8287145207,37.4295364901,36.0493113782,35.0550542443,33.9770380933,32.83585547,31.6558662184,30.296842035,28.8087010449,27.3492961025,25.9018052616,24.3730133529,22.7574139922,21.0915875331,19.3639577219,17.5761540945,15.8120889251,14.183660339,12.7247357466,11.4130863133,10.2398887715,9.2252431084,8.4192321599,7.9056161961,7.7149736079,7.8014021141,8.1212793967,8.6907746655,9.5818185977,10.8381484688,12.4379029937,14.3450517484,16.550606369,19.0410500034,21.7837182156,24.7752422124,28.0155074063,31.4133013963,34.8055388742,38.0878956628,41.2679018635,44.3518152876,47.2100144327,49.5451203392,51.0207790292,51.4394054347,50.7351443377,48.8696932293,45.9468763475,42.391084671
CP143,37.2071151733,33.4633903613,30.8937845369,28.6870730666,26.1637618601,23.4343018659,21.0887420833,19.3416820899,17.9136598649,16.4991086885,14.9902423694,13.3816268789,11.6655029954,9.8745505922,8.1042708026,6.4635255338,5.0262969296,3.8024972994,2.7581490346,1.8599413675,1.1109815352,0.5578464656,0.235681289,0.1104371214,0.0795638144,0.002533551,-0.2039762435,-0.4460821917,-0.5455896723,-0.4210066983,-0.0787867967,0.5243241476,1.5115573491,2.9971321273,5.0438791364,7.685620553,10.9456632616,14.8185805834,19.2449081162,24.12502274,29.3530827807,34.8318469103,40.4734257412,46.0995144981,51.2672729596,55.1765304844,56.7854686883,55.2631535497,50.6333413552,44.1763896832,37.9215965271
CP148,40.0617396037,36.316770695,34.0589684996,33.0685251332,32.3191415969,30.9992345868,29.262430025,27.6953301486,26.4388543166,25.2719534715,24.0410306854,22.6856567503,21.1495435098,19.4061230886,17.4857279236,15.4720318722,13.467850359,11.5421450942,9.7134239704,7.964402815,6.2794681877,4.7095273514,3.4042853358,2.5238551695,2.0923901754,2.0522252507,2.4209184536,3.2625277824,4.5187989796,6.0487672822,7.8187428031,9.8699861924,12.2891616282,15.2625760418,18.7805796665,22.5118205647,26.1013802608,29.4512750351,32.6626434067,35.8641371034,39.1200137211,42.4150141585,45.6345880558,48.5224558001,50.7334347935,51.944543785,51.9381428778,50.6228351164,48.0830940379,44.7077509804,41.2065963745
CP149,57.5623683929,54.7733778696,52.3458286937,50.0114931243,47.3867332865,44.2997535446,40.8574919121,37.3510278127,33.9866056327,30.7047653827,27.4007551352,24.1602454217,21.1552394534,18.4331033237,15.8958204086,13.4187210522,10.9501045601,8.5576476394,6.4234814875,4.7660138563,3.7186060879,3.2682509187,3.294249868,3.6562683493,4.2768134609,5.1794284433,6.437233742,8.0757294769,10.0511659395,12.2989520052,14.7121271072,17.0629194432,19.0698531798,20.6667461413,22.2249530815,24.3099171535,27.2719573677,31.1717859249,35.6415503495,40.0990989395,44.3077270521,48.3428967009,52.2751295396,55.9556106683,59.0330397774,61.1310651566,62.048238801,61.8388027518,60.7219216098,58.937618144,56.6827468872
CP150,44.9087753296,43.0260624159,40.9745966158,39.1592485791,37.5265260098,35.9835764672,34.5347000827,33.1332049247,31.7566815854,30.1798315489,28.5830542504,27.0415447892,25.452514732,24.0988130208,23.0289820559,22.1245441082,21.3379114805,20.5710784315,19.721706331,18.7034944404,17.4391465914,16.1150740937,14.8226817615,13.5133362946,12.2984580551,11.3138290797,10.7996575091,11.2787866373,12.3474817532,13.8277289959,15.869498494,18.0855219253,20.5395307122,23.4678862836,26.6329204244,29.9830603887,33.6186407357,37.1617492133,40.7470299802,44.2205575196,47.0236012286,49.3840060754,51.3356654165,52.4583776614,52.7862458025,52.3957330153,51.2864675094,49.736836285,47.858675693,45.6193783656,43.1395349503
CP151,56.1581293742,52.5719569646,49.9965500047,48.2391382309,46.655348461,44.6182477731,41.9728346067,39.1546544837,36.7627473806,34.9674794711,33.4347808988,31.7277467218,29.7090702771,27.5485900433,25.4553828864,23.492375921,21.6029059162,19.7396487829,17.9496528707,16.354639307,15.0623213435,14.1140353356,13.5022325565,13.1944857826,13.1341501088,13.251636823,13.5094025824,13.9421716765,14.6395043459,15.704204171,17.2560305276,19.4208233825,22.295263767,25.9129460038,30.1877215963,34.9175188142,39.8819106444,44.9272554422,49.9589852014,54.8824928092,59.5654210022,63.8283827418,67.4388999986,70.1073912743,71.5348498615,71.5066740172,69.964750187,67.0305592973,63.0285502516,58.5141832181,54.187151591
CP38,59.6682853699,57.8694363347,57.3460908856,57.195041502,56.4464064659,54.7668463303,52.1342091931,48.5396049838,44.2863234518,39.6493115102,34.7775883534,30.1925130216,26.4500371665,23.6184837437,21.3671846201,19.3558279798,17.4082291754,15.419958775,13.3766455281,11.2322062463,8.852131696,6.2393380564,3.6494948569,1.3966178843,-0.3151624767,-1.3492363862,-1.6148722596,-1.1402604972,-0.07206319110000001,1.4404324361,3.3703907094,5.7368365263,8.5655871887,11.8814543693,15.6622056069,19.7763689284,24.1662196831,28.9566333435,34.2290116201,39.898305606,45.7500537682,51.4415521696,56.6245613482,61.0928039781,64.7148150286,67.2914810322,68.5575662793,68.2788931886,66.4239194303,63.4878446999,60.6554489136
CP40,42.5879066467,40.8362838169,39.1284730194,38.4989937489,37.9524319672,35.9101682363,34.6380304096,34.0990324117,32.0836291566,28.7356957874,26.0185560028,23.8564688668,21.642546661,19.0241364985,15.9636416547,12.5518986009,9.0759722491,5.8189618112,3.0242311938,0.8244048731,-0.9961078967,-2.4757088988,-3.7502892858,-4.77393674,-5.5673923606,-6.1444733745,-6.3818222709,-5.9434014567,-5.1157670504,-4.2192773552,-3.012013797,-0.9646819345,1.7437115931,4.4529051877,7.1181062203,10.2573615868,14.0387567575,18.4476106355,23.0062799458,27.5382004219,32.1978173115,36.830210675,40.9461012972,44.5381729203,47.5229168209,49.9407139339,51.5067304677,51.912289702,50.7770346246,48.1346026058,45.1897789001
CP47,39.880859375,39.2824436862,38.4321206372,37.205808948,35.6521772739,33.8648651235,31.8746146682,29.6993668182,27.4130325817,25.1349341464,22.9687275093,20.9601088076,19.093886766,17.3216322738,15.6019010128,13.9166769347,12.2477330105,10.5482141361,8.7488632722,6.7932196493,4.6778161712,2.4762429563,0.3380313597,-1.5365858864,-2.94384169,-3.7225969167,-3.7749052387,-3.0663495593,-1.6167658086,0.5155826144,3.2437586566,6.4392940675,9.9213921033,13.4741477343,16.8840320104,20.0043847276,22.8179097781,25.438047237,28.0293892107,30.689594875,33.3970594595,36.037611363,38.4402514199,40.4094972618,41.7715644917,42.4350478073,42.4526149113,42.037208387,41.4852801095,41.0214909136,40.6588350932
CP52,47.2695770264,47.7109352609,47.8393688366,47.8887549596,47.9590394288,47.8852053904,47.3832685628,46.2448325923,44.4781769136,42.272596155,39.8640237518,37.4232314281,35.0207262166,32.6585090522,30.3123690363,27.9501013116,25.5327664123,23.0170231599,20.3641106218,17.5532542057,14.5976750805,11.5618148577,8.5764010509,5.8442438112,3.625217111,2.1919893622,1.7647085769,2.4544248381,4.2435917015,7.0046525378,10.5304221645,14.5565536985,18.7870620919,22.938662276,26.7937084735,30.2305005835,33.2113878143,35.7420897731,37.8334970626,39.4877590418,40.7114351119,41.538121988,42.0363432251,42.3005117601,42.4408533062,42.5765176951,42.8078857857,43.1545173303,43.5236200301,43.7717243227,43.7779140472
CP88,40.0636874608,38.522939846,37.2702012511,36.2871021425,35.652450657,35.3094509045,34.6874881343,32.9471441747,30.3846821339,27.6482370121,25.2255466182,23.344182116,21.9274682947,20.6720788708,19.4250812867,17.9568077448,16.2569952674,14.3917162368,12.3834544074,10.2031762037,7.9325348024,5.6681352457,3.4277547146,1.3386131046,-0.2733589354,-1.0351186975,-1.068965846,-0.238466965,1.5689056948,4.3145059195,7.6489730349,11.120598648,14.5303136283,17.9025605671,21.3441134013,24.7841603852,28.2494425218,31.7051196161,35.0111825071,38.0780244972,40.7808370328,42.9786942731,44.6881289597,45.8841113069,46.2444158023,45.9482532119,45.0168472941,43.7014657714,42.0946194745,40.3802505659,38.751663208
CP95,34.0230682373,33.5143098174,33.1725793868,32.7345078673,32.0817536341,31.1928521927,30.023351947,28.4991600329,26.6071213585,24.4332373305,22.1301166782,19.8664471383,17.7958342076,16.0211355182,14.5447133936,13.2769127425,12.1058325333,10.9455454663,9.7340288413,8.4110714208,6.9157947891,5.2190795115,3.3642706511,1.4817420756,-0.237516975,-1.6012086434,-2.4694489767,-2.7704834681,-2.4875410275,-1.6505852071,-0.3332464599,1.3708900809,3.3760828443,5.6311331061,8.1311713448,10.8930685349,13.9193435868,17.1706238096,20.5582006835,23.956042932,27.2126959288,30.1695904589,32.6901135745,34.6765925007,36.0580158435,36.7674867285,36.759735328,36.092003367,35.0022112676,33.8694315457,33.0273132324
CP101,40.9316571554,37.8936466987,34.9287050512,32.3952336619,30.418927917,28.7230517872,26.8219442222,24.6559651012,22.6661325419,21.1473242109,19.883640359,18.5799980152,17.1840998516,15.7360271488,14.2129170537,12.6210787581,11.0346841367,9.5330985757,8.1439148221,6.841179888,5.6055606421,4.4828553713,3.5392304222,2.8049543742,2.3288795747,2.1297328652,2.1767147893,2.4435677277,2.9145958486,3.5748998115,4.4788881241,5.8127018212,7.7171607694,10.1127380557,12.8053353279,15.7046173934,18.8485229169,22.2827521868,25.9839674195,29.8949282061,33.9512151105,38.0298845064,41.9373734328,45.4408222951,48.2918848225,50.2656462395,51.1954655819,50.9548428008,49.4509756488,46.7100077203,43.0046539307
CP103,39.1259248522,36.5903508662,34.8591786609,32.4213778111,28.4537076962,25.4043960105,23.0263981037,20.2271131243,17.2535637708,15.2518470817,13.8220026982,12.4368546488,11.161271447,9.9885182873,8.6420275156,7.3084847169,6.0076605361,4.7258747756,3.2001433174,1.3342162222,-0.7193576647,-2.7461160149,-4.4940476714,-5.8400043745,-6.6034632961,-6.6313770916,-5.7190887949,-3.9987406491,-1.6787708414,1.3075424011,4.9655481676,9.1803729279,13.6471597359,18.0750838415,22.1739704089,26.0451143679,29.808449327,33.548945787,37.1712957957,40.5241869247,43.7311928925,46.4493610978,48.4122608636,49.4706805037,49.659566427,49.0677048266,47.8758093084,46.1701750201,43.9917703126,41.3905484788,38.2653367784
